FOSL1::JUNB_MOUSE.MA1137.1	FOSL1::JUNB
FOSL2::JUNB_MOUSE.MA1138.1	FOSL2::JUNB
FOSL2::JUNB(var.2)_MOUSE.MA1139.1	FOSL2::JUNB(var.2)
JUNB(var.2)_MOUSE.MA1140.1	JUNB(var.2)
FOS::JUND_MOUSE.MA1141.1	FOS::JUND
FOSL1::JUND_MOUSE.MA1142.1	FOSL1::JUND
FOSL1::JUND(var.2)_MOUSE.MA1143.1	FOSL1::JUND(var.2)
FOSL2::JUND_MOUSE.MA1144.1	FOSL2::JUND
FOSL2::JUND(var.2)_MOUSE.MA1145.1	FOSL2::JUND(var.2)
NR1A4::RXRA_MOUSE.MA1146.1	NR1A4::RXRA
NR4A2::RXRA_MOUSE.MA1147.1	NR4A2::RXRA
PPARA::RXRA_MOUSE.MA1148.1	PPARA::RXRA
RARA::RXRG_MOUSE.MA1149.1	RARA::RXRG
RORB_MOUSE.MA1150.1	RORB
RORC_MOUSE.MA1151.1	RORC
SOX15_MOUSE.MA1152.1	SOX15
TFE3_MOUSE.MA0831.2	TFE3
VDR_MOUSE.MA0693.2	VDR
Smad4_MOUSE.MA1153.1	Smad4
EGR1_MOUSE.MA0162.3	EGR1
IRF3_MOUSE.MA1418.1	IRF3
IRF4_MOUSE.MA1419.1	IRF4
IRF5_MOUSE.MA1420.1	IRF5
TCF7L1_MOUSE.MA1421.1	TCF7L1
