FeatureID,FeatureName,crabp1+ Average,crabp1+ Log2 Fold Change,crabp1+ P-Value,crabp1- Average,crabp1- Log2 Fold Change,crabp1- P-Value
promoter_sum_Olfml1,Olfml1 Sum,1.123855292996075,3.7866528590843416,4.868764687314953e-16,0.07559735744761421,-3.7866528590843416,4.868764687314953e-16
promoter_sum_Svep1,Svep1 Sum,1.834865784483388,3.732038626254063,1.2468311653986638e-24,0.13229537553332488,-3.732038626254063,1.2468311653986638e-24
promoter_sum_Odf3l1,Odf3l1 Sum,2.998858766515037,3.7285387578641953,8.837235041464495e-28,0.22049229255554145,-3.7285387578641953,8.837235041464495e-28
promoter_sum_Mfap5,Mfap5 Sum,1.5768377835404115,3.725637701103641,7.181750001519703e-19,0.11339603617142133,-3.725637701103641,7.181750001519703e-19
promoter_sum_Ston2,Ston2 Sum,1.0722496928074798,3.7191898913056027,3.6675976911888296e-16,0.07559735744761421,-3.7191898913056027,3.6675976911888296e-16
promoter_sum_Wnt2,Wnt2 Sum,3.2282169895754604,3.7191898913056027,1.5954791939059148e-24,0.239391631917445,-3.7191898913056027,1.5954791939059148e-24
promoter_sum_AC159092.1,AC159092.1 Sum,1.0550478260779481,3.6959825001442774,1.0379879524057333e-18,0.07559735744761421,-3.6959825001442774,1.0379879524057333e-18
promoter_sum_Pcdh9,Pcdh9 Sum,4.592898416784981,3.6796091700592357,7.010198629231886e-35,0.3527876680888663,-3.6796091700592357,7.010198629231886e-35
promoter_sum_Clstn2,Clstn2 Sum,2.305050141757256,3.6616957911694525,1.9076092890493197e-27,0.17639383404443315,-3.6616957911694525,1.9076092890493197e-27
promoter_sum_Clmp,Clmp Sum,3.1479416115043124,3.646400471293717,1.4449183862228355e-32,0.2456914117047462,-3.646400471293717,1.4449183862228355e-32
promoter_sum_Vstm4,Vstm4 Sum,1.9552788515901103,3.6390370828802308,1.8098460746498017e-22,0.15119471489522843,-3.6390370828802308,1.8098460746498144e-22
promoter_sum_Sv2c,Sv2c Sum,1.0779836483839904,3.619928259932526,3.997154552557617e-15,0.0818971372349154,-3.619928259932526,3.997154552557617e-15
promoter_sum_RP24-289O21.1,RP24-289O21.1 Sum,1.4506907608571786,3.6057979310976376,6.820144388193452e-19,0.11339603617142133,-3.6057979310976376,6.820144388193452e-19
promoter_sum_Lox,Lox Sum,5.160560018859528,3.5929612123322565,6.460880849004916e-39,0.4220852457491794,-3.5929612123322565,6.460880849004916e-39
promoter_sum_Stmn4,Stmn4 Sum,1.433488894127647,3.5886567982762436,2.9471376635324735e-18,0.11339603617142133,-3.5886567982762436,2.9471376635324735e-18
promoter_sum_Cpxm1,Cpxm1 Sum,1.806196006600835,3.583859005225004,5.204470613430166e-22,0.14489493510792725,-3.583859005225004,5.204470613430166e-22
